Time	L_BF	L_VL	R_BF	R_VL
1.218000	0.000269	0.006323	-0.000638	-0.004829
1.218500	0.005994	0.009157	0.005116	0.001846
1.219000	-0.008134	0.001850	-0.001937	0.003430
1.219500	0.002804	0.013009	0.001036	-0.002968
1.220000	0.013240	-0.007916	0.000924	-0.001298
1.220500	-0.005249	-0.006829	0.000180	0.001221
1.221000	0.000975	-0.006279	-0.001335	-0.003833
1.221500	-0.012828	0.001482	-0.003611	0.001883
1.222000	0.000403	-0.004432	0.005794	-0.008236
1.222500	0.007949	-0.002467	-0.009956	-0.010329
1.223000	0.005085	-0.008614	-0.000182	-0.000860
1.223500	0.000425	0.001398	0.003153	-0.000030
1.224000	0.002655	-0.007326	-0.008295	0.002400
1.224500	0.000891	-0.002291	-0.006642	0.009107
1.225000	0.000356	-0.004495	0.003344	-0.002037
1.225500	-0.004772	0.012730	-0.004019	0.002037
1.226000	0.003996	-0.007669	-0.003505	0.004673
1.226500	0.004123	-0.000267	0.001378	-0.005252
1.227000	-0.003574	-0.005473	0.008721	-0.006748
1.227500	0.004833	0.009981	-0.003058	0.002207
1.228000	0.000108	-0.006824	0.002017	-0.007181
1.228500	0.001960	0.005028	-0.001950	0.008743
1.229000	0.005353	0.007055	-0.009542	-0.003917
1.229500	0.005115	0.003985	-0.007290	-0.002403
1.230000	-0.002806	0.000261	-0.004178	-0.002731
1.230500	0.006248	0.003497	0.005434	-0.000310
1.231000	0.001157	-0.013395	-0.009454	-0.002266
1.231500	0.003253	0.001056	-0.006953	0.008201
1.232000	-0.002615	-0.005727	0.001025	-0.011575
1.232500	-0.002893	0.005734	0.007776	-0.000947
1.233000	0.005882	-0.008774	0.002692	-0.002206
1.233500	-0.000870	0.000262	0.000014	0.000683
1.234000	-0.001328	-0.000681	0.000089	0.014442
1.234500	-0.007342	-0.002907	-0.004150	0.000172
1.235000	0.006510	0.007676	-0.001470	-0.003613
1.235500	-0.002009	-0.003730	0.002885	-0.002767
1.236000	-0.001753	-0.000597	-0.001221	0.002151
1.236500	0.002539	0.001716	0.000534	-0.015249
1.237000	0.003572	0.003303	-0.007460	-0.001838
1.237500	-0.003509	0.004866	0.003158	0.001938
1.238000	-0.005796	0.000894	0.001558	0.002301
1.238500	0.001382	-0.003086	-0.000578	-0.001147
1.239000	-0.002097	0.006311	0.000986	-0.003214
1.239500	0.001177	0.004060	-0.003293	-0.004080
1.240000	0.000684	-0.002317	-0.005216	-0.004396
1.240500	0.000785	0.010798	0.000604	0.005041
1.241000	-0.011484	-0.000734	0.004619	0.004984
1.241500	-0.007685	0.000396	-0.006103	-0.007749
1.242000	-0.005429	0.003274	-0.000702	-0.001423
1.242500	-0.000884	0.011099	-0.007159	0.006715
1.243000	-0.000299	0.005048	-0.004358	0.001790
1.243500	-0.005985	-0.000491	0.004141	-0.000337
1.244000	-0.000238	-0.004250	-0.001387	-0.001027
1.244500	0.003276	-0.008099	0.000919	0.002286
1.245000	-0.003119	0.000145	0.001132	0.006884
1.245500	-0.005239	-0.004624	-0.002092	-0.003130
1.246000	0.002166	-0.009169	-0.010645	0.003522
1.246500	-0.000607	-0.006033	0.004779	0.003936
1.247000	-0.010301	0.009753	0.000207	0.003424
1.247500	0.006874	0.005393	-0.002263	0.001258
1.248000	-0.000949	-0.000872	0.005552	-0.000214
1.248500	-0.003214	0.001367	-0.007453	-0.004305
1.249000	-0.001705	-0.002993	0.004599	0.000756
1.249500	0.003157	0.002926	-0.005809	-0.002182
1.250000	0.005944	0.003013	0.000449	-0.002166
1.250500	0.004288	-0.002767	0.008700	-0.000053
1.251000	-0.003628	-0.001337	-0.002521	-0.010952
1.251500	0.004498	-0.003201	-0.005818	-0.007927
1.252000	-0.000282	-0.009149	0.001363	-0.008326
1.252500	-0.006564	0.002866	0.002254	0.005253
1.253000	0.002003	0.000899	-0.000489	0.003130
1.253500	0.006180	0.007286	0.007955	0.003775
1.254000	0.001561	0.000889	0.002605	0.005849
1.254500	0.005285	-0.005624	0.001987	-0.004961
1.255000	0.001453	0.000053	-0.006416	-0.000531
1.255500	0.001206	-0.007600	-0.004266	0.010229
1.256000	-0.001456	-0.000766	0.002013	0.002063
1.256500	-0.003352	0.002800	0.002599	-0.008867
1.257000	0.004309	0.001102	0.009154	0.000551
1.257500	-0.002635	0.001709	0.007122	0.004786
1.258000	-0.001589	0.000500	-0.007147	0.008252
1.258500	0.003373	-0.002756	-0.010347	0.008967
1.259000	0.007853	0.006595	-0.000593	0.003313
1.259500	-0.000482	0.002205	-0.003996	0.004715
1.260000	0.001203	0.002127	-0.005076	0.004613
1.260500	-0.001895	0.007965	0.003877	0.009873
1.261000	0.005765	-0.000510	-0.007021	0.001025
1.261500	0.006243	0.002363	0.001039	-0.003569
1.262000	-0.002347	0.000661	-0.003919	-0.006753
1.262500	0.001026	0.002862	0.002476	0.007593
1.263000	-0.007156	0.010314	-0.004235	0.000454
1.263500	-0.006388	-0.007545	0.002782	-0.004796
1.264000	-0.003812	-0.001329	0.008600	-0.000232
1.264500	-0.012139	-0.008515	-0.003872	-0.002428
1.265000	0.001233	-0.002345	0.001806	0.004719
1.265500	0.006049	-0.010728	0.012993	-0.002069
1.266000	-0.014103	-0.009927	0.001768	0.003771
1.266500	0.006852	-0.005142	0.000938	0.000696
1.267000	0.000547	0.003570	-0.003837	-0.000989
1.267500	0.004097	-0.003378	-0.003900	-0.000484
1.268000	-0.001924	0.001902	0.003570	0.003281
1.268500	0.006161	0.001759	0.009259	0.003934
1.269000	-0.006597	0.015243	0.005325	0.001583
1.269500	0.001491	0.011442	0.006891	-0.002700
1.270000	0.010005	0.000081	0.003730	-0.001609
1.270500	0.001847	0.002670	0.002140	0.008991
1.271000	0.007835	0.000229	-0.006307	0.001538
1.271500	-0.006084	-0.003322	-0.004397	0.000859
1.272000	0.003147	-0.003700	-0.007710	-0.000928
1.272500	0.005168	0.000743	0.004553	0.000862
1.273000	-0.000974	0.003817	-0.002766	0.000605
1.273500	-0.003500	-0.006943	-0.001925	-0.003775
1.274000	-0.015568	0.004072	0.005609	-0.003972
1.274500	0.000330	0.008585	0.003844	-0.001596
1.275000	0.001437	-0.002311	0.005017	0.000387
1.275500	0.003415	-0.008551	0.003540	0.000731
1.276000	-0.006378	-0.004499	0.000874	-0.000920
1.276500	-0.000630	0.000304	0.004434	-0.007725
1.277000	-0.000841	-0.004016	0.002784	-0.002304
1.277500	0.001488	-0.003603	-0.003205	-0.005085
1.278000	-0.000391	0.007012	-0.002789	0.002571
1.278500	0.008649	-0.003640	0.003785	-0.003780
1.279000	-0.002145	-0.003634	-0.001395	0.000964
1.279500	-0.002420	-0.004876	0.007470	0.006048
1.280000	-0.000261	-0.001376	0.014556	-0.000322
1.280500	-0.002599	0.001601	0.003075	0.003822
1.281000	-0.001309	-0.002483	0.001751	0.007385
1.281500	-0.000131	0.001615	0.005596	-0.003818
1.282000	-0.007080	-0.002799	-0.001822	-0.002852
1.282500	-0.005248	-0.004796	-0.001247	0.004333
1.283000	0.004191	0.000500	0.003164	0.002713
1.283500	-0.008949	0.001712	-0.007525	-0.003537
1.284000	-0.005958	-0.005168	0.012593	0.005226
1.284500	-0.000170	-0.004550	0.000424	-0.004309
1.285000	-0.001018	0.010230	-0.006383	-0.004853
1.285500	0.002820	0.000712	0.005267	-0.004918
1.286000	0.000002	-0.000826	0.003122	0.002202
1.286500	0.004244	0.011062	0.011183	0.003963
1.287000	-0.002756	-0.000067	-0.003526	0.009080
1.287500	-0.004339	-0.002219	0.005260	0.002581
1.288000	0.001234	0.004929	0.003647	0.006071
1.288500	-0.003144	0.003521	-0.000021	-0.004314
1.289000	-0.002548	-0.000528	-0.004890	-0.000314
1.289500	-0.003872	-0.003523	-0.002587	0.009290
1.290000	-0.005729	-0.001178	0.003656	0.006868
1.290500	0.007157	-0.002936	-0.001081	0.004489
1.291000	-0.003196	-0.003582	-0.000112	-0.002355
1.291500	-0.006492	0.002173	-0.007858	0.003599
1.292000	-0.004858	-0.007885	-0.011376	0.003992
1.292500	0.008843	0.000769	-0.007364	0.002705
1.293000	0.006980	0.003014	-0.003696	0.006484
1.293500	0.003903	-0.000911	0.004181	-0.001521
1.294000	0.006398	-0.001035	0.012548	0.010355
1.294500	0.004724	0.006760	-0.000397	-0.005076
1.295000	0.012289	0.002731	0.012589	0.001744
1.295500	0.001575	-0.001281	0.003863	0.004751
1.296000	-0.002752	0.002187	-0.003642	0.008836
1.296500	0.009340	-0.004222	0.001732	0.005371
1.297000	0.002909	0.006464	0.000379	0.000850
1.297500	0.001331	-0.007413	-0.001061	0.006005
1.298000	-0.003095	0.001290	-0.010343	0.003402
1.298500	0.009571	-0.011092	-0.007960	-0.005428
1.299000	0.004809	-0.006862	-0.005109	0.000657
1.299500	0.003643	-0.008883	0.003784	0.002483
1.300000	0.005570	-0.000770	0.004037	-0.006218
1.300500	-0.005242	-0.005494	-0.000779	0.004031
1.301000	0.006833	0.003889	0.001464	-0.002311
1.301500	0.000910	-0.005528	0.002751	0.003206
1.302000	-0.000111	-0.008177	-0.001747	0.000348
1.302500	0.004489	-0.005126	-0.004531	-0.011517
1.303000	0.004666	0.003845	0.000516	-0.001096
1.303500	0.001395	0.001924	-0.003606	0.002346
1.304000	0.005264	0.004093	-0.003122	-0.002425
1.304500	-0.002464	0.013159	-0.004349	-0.001956
1.305000	0.005333	0.004298	0.001144	0.000654
1.305500	0.001476	-0.000396	0.007541	0.007897
1.306000	0.006723	-0.003257	-0.000089	0.002697
1.306500	-0.002185	-0.003059	0.000976	-0.002996
1.307000	0.000921	-0.000312	-0.003368	-0.004936
1.307500	-0.001818	-0.005957	0.002435	-0.006422
1.308000	-0.002104	-0.008985	-0.006293	-0.010551
1.308500	-0.005128	-0.001199	0.001771	-0.001198
1.309000	-0.001530	-0.000895	0.007997	-0.006858
1.309500	0.000176	0.009537	-0.004879	0.006099
1.310000	-0.000556	-0.009589	0.001532	0.000159
1.310500	0.000784	-0.004133	-0.016792	-0.002799
1.311000	0.002576	0.002021	-0.003111	-0.003406
1.311500	-0.002933	-0.003312	0.008731	0.003528
1.312000	0.008011	-0.002087	-0.000113	-0.002611
1.312500	0.001492	-0.000615	-0.006126	-0.005160
1.313000	0.001752	0.007430	0.005203	0.004390
1.313500	-0.001435	-0.005939	-0.000191	-0.003623
1.314000	-0.001756	0.001227	-0.000089	0.007481
1.314500	-0.002642	-0.003110	-0.001586	-0.000012
1.315000	-0.003540	-0.009194	0.008710	0.000045
1.315500	0.002402	-0.002446	0.004296	0.006496
1.316000	-0.003392	0.002046	-0.005237	-0.004913
1.316500	-0.001453	0.000999	0.003032	-0.010639
1.317000	0.004413	-0.002932	0.000718	0.002631
1.317500	0.005522	0.001574	0.003590	0.007516
1.318000	-0.006907	-0.001577	0.000834	0.004342
1.318500	-0.006786	0.003661	0.012065	0.001468
1.319000	-0.004311	0.002410	0.000927	0.002160
1.319500	0.002664	0.006176	0.008380	0.006515
1.320000	-0.010259	0.004592	0.002428	-0.002620
1.320500	0.009947	-0.002100	-0.007200	0.002786
1.321000	-0.008449	-0.006492	-0.003494	-0.002428
1.321500	0.000648	0.000296	-0.005816	0.000802
1.322000	-0.011827	0.005075	0.002366	0.001051
1.322500	-0.005685	0.001124	0.004209	0.003845
1.323000	-0.005046	0.002751	0.003354	-0.002841
1.323500	-0.003335	0.001041	-0.000992	-0.005619
1.324000	0.000635	0.001520	-0.003564	-0.000411
1.324500	0.002363	-0.001458	0.000316	0.011067
1.325000	0.004896	-0.008095	0.001791	0.001142
1.325500	-0.005020	-0.004428	0.001808	-0.004326
1.326000	-0.009062	0.007090	0.001396	-0.001587
1.326500	-0.004585	0.002983	-0.006103	-0.000199
1.327000	0.001360	0.005442	-0.005307	0.008573
1.327500	-0.000499	-0.004919	0.002715	-0.002413
1.328000	0.009979	0.006035	0.006181	-0.001265
1.328500	-0.006221	-0.002115	0.001707	-0.000476
1.329000	-0.001374	0.004986	0.003120	-0.002142
1.329500	0.003832	0.001346	0.006786	0.000220
1.330000	-0.001703	0.008213	-0.003555	0.003030
1.330500	0.010820	0.003641	0.008307	0.003046
1.331000	-0.000322	0.008841	-0.002546	0.006678
1.331500	0.003472	-0.006243	0.006342	0.000667
1.332000	0.004260	-0.002095	-0.001271	0.002054
1.332500	-0.004923	0.004986	-0.003139	-0.001230
1.333000	-0.005515	0.000882	0.000348	0.008380
1.333500	0.008208	-0.007053	-0.000309	0.001356
1.334000	0.010331	-0.008675	-0.004524	0.002955
1.334500	-0.004091	0.000632	-0.001861	-0.004695
1.335000	0.004948	-0.001706	0.006469	0.001618
1.335500	-0.004141	0.007757	0.008441	-0.009819
1.336000	0.004790	0.001405	0.001998	0.005503
1.336500	-0.000445	0.004759	0.008409	-0.005115
1.337000	-0.001741	0.004980	-0.004598	-0.001812
1.337500	0.001908	-0.001298	0.007588	-0.002043
1.338000	-0.000332	0.004563	0.004412	-0.004540
1.338500	-0.003942	0.003331	0.002564	-0.007090
1.339000	0.001382	-0.003833	-0.004717	-0.006981
1.339500	0.001014	0.001040	0.002312	-0.005388
1.340000	-0.005860	-0.002081	-0.003543	-0.004033
1.340500	-0.005202	-0.008359	0.006640	0.009406
1.341000	0.003621	-0.003328	0.006365	-0.010979
1.341500	0.000034	-0.004945	0.003262	-0.004424
1.342000	-0.004257	-0.002630	-0.002823	-0.004001
1.342500	-0.002289	-0.001257	0.009089	-0.007784
1.343000	0.005505	0.002117	-0.000240	-0.001983
1.343500	-0.003389	0.006136	0.002295	-0.006468
1.344000	-0.000305	0.000427	-0.003552	-0.001749
1.344500	0.001036	-0.000238	0.008409	-0.003882
1.345000	-0.006282	0.007995	0.001737	0.002207
1.345500	-0.007961	-0.004037	-0.001915	0.008899
1.346000	-0.002063	-0.002676	-0.004129	-0.006982
1.346500	0.002247	0.000731	-0.002598	-0.005574
1.347000	0.004303	0.002852	0.007040	0.005517
1.347500	-0.001589	-0.000916	-0.005207	0.013135
1.348000	0.001947	-0.007004	-0.007334	0.008492
1.348500	0.004194	-0.003597	-0.000265	0.006092
1.349000	0.007718	-0.000381	0.000717	-0.002177
1.349500	0.004220	-0.003779	-0.000579	-0.005093
1.350000	0.005072	0.006459	-0.006613	0.002186
1.350500	-0.000686	-0.002112	-0.002182	0.002044
1.351000	0.003411	-0.007069	-0.005490	-0.001873
1.351500	0.000555	-0.005097	-0.009755	0.010036
1.352000	0.003145	0.001651	0.000357	0.002492
1.352500	0.001054	-0.003355	0.003552	0.003262
1.353000	0.004554	0.002510	0.003063	-0.015342
1.353500	-0.002264	0.001596	-0.001876	-0.002072
1.354000	0.008638	-0.001602	0.003483	0.002575
1.354500	0.004462	0.007216	0.008583	0.000726
1.355000	0.003247	-0.001803	-0.007866	-0.006417
1.355500	-0.002713	0.008043	-0.007807	0.000850
1.356000	0.001179	0.006843	-0.001797	0.012813
1.356500	0.003032	-0.005315	0.008684	0.003474
1.357000	0.000940	-0.000181	0.002238	0.004855
1.357500	-0.004166	-0.000487	-0.004295	0.003285
1.358000	0.000253	0.003582	-0.005588	-0.003985
1.358500	0.003891	-0.008974	-0.005955	-0.002810
1.359000	-0.005709	-0.000521	-0.002847	0.002747
1.359500	-0.004241	0.004341	0.001305	0.000655
1.360000	-0.001895	-0.003600	-0.009697	0.001659
1.360500	0.009348	0.003137	-0.000870	-0.000502
1.361000	-0.002611	-0.000371	0.001855	0.006928
1.361500	0.000176	0.009165	-0.002748	0.005837
1.362000	-0.009292	0.001956	-0.001924	0.003767
1.362500	0.005317	-0.008773	-0.007993	0.003728
1.363000	-0.004416	0.003999	-0.005207	0.005146
1.363500	0.003095	0.001259	-0.002680	-0.010932
1.364000	-0.000933	-0.003793	-0.005149	0.000582
1.364500	-0.000458	-0.005442	0.006287	0.000529
1.365000	-0.006925	-0.002384	0.000100	0.001365
1.365500	-0.002160	-0.010696	0.004820	-0.009412
1.366000	0.000379	0.004617	0.004335	0.001300
1.366500	0.001799	-0.001427	0.004267	0.000227
1.367000	-0.001524	0.003052	-0.002326	0.002057
1.367500	0.005810	0.002503	0.001601	0.007284
1.368000	0.006455	0.010971	-0.003047	0.012125
1.368500	0.000293	-0.003602	0.002418	0.004292
1.369000	-0.005501	0.004358	0.008389	0.002323
1.369500	-0.008301	0.008641	0.011293	0.003835
1.370000	0.006211	-0.006283	-0.004804	-0.000229
1.370500	-0.002014	0.006642	0.000095	-0.005562
1.371000	0.001421	-0.002884	-0.007877	-0.003689
1.371500	0.002814	0.000763	0.005017	-0.002316
1.372000	0.001288	-0.000561	-0.002267	-0.001847
1.372500	0.005064	-0.002818	-0.006094	-0.005973
1.373000	-0.004022	-0.000717	0.001987	-0.003409
1.373500	0.000291	0.003684	-0.001701	-0.000696
1.374000	-0.001126	0.006426	-0.002232	0.009830
1.374500	0.002349	0.009291	-0.000762	0.004540
1.375000	0.007494	0.004217	-0.004923	0.003171
1.375500	-0.013668	0.000952	-0.007171	0.001854
1.376000	-0.008519	-0.007274	-0.002730	-0.000393
1.376500	0.002935	0.001581	-0.002979	0.011994
1.377000	-0.006942	0.001306	-0.002320	-0.000757
1.377500	0.002494	0.000275	0.003794	0.006479
1.378000	-0.002366	-0.005024	-0.004298	0.000933
1.378500	-0.004703	0.003410	-0.000778	-0.004899
1.379000	0.013261	-0.000402	-0.005807	-0.007211
1.379500	0.009912	-0.001002	-0.009277	0.002204
1.380000	-0.002772	-0.001905	0.002520	-0.001338
1.380500	0.012023	-0.001055	0.004860	-0.000152
1.381000	0.006247	0.005052	0.001116	-0.001470
1.381500	-0.000705	0.002736	0.003880	0.001711
1.382000	-0.000501	-0.002909	-0.006054	-0.003392
1.382500	0.000466	-0.009158	0.008190	-0.004093
1.383000	-0.003731	0.000287	-0.000581	0.003579
1.383500	-0.000882	-0.000674	0.000578	-0.001817
1.384000	0.004507	0.005812	0.000707	-0.007991
1.384500	0.003392	-0.000057	-0.001893	-0.010736
1.385000	-0.002213	0.005197	0.005626	0.000088
1.385500	0.003772	0.004698	-0.002251	-0.001641
1.386000	-0.002009	-0.001604	0.012423	-0.007235
1.386500	0.010733	0.005418	-0.001750	0.001964
1.387000	0.000549	-0.000798	0.002789	-0.008038
1.387500	-0.003092	-0.000103	0.009439	0.001300
1.388000	-0.002702	-0.006343	0.002747	-0.000615
1.388500	0.006503	0.001432	0.001024	-0.004939
1.389000	-0.000125	-0.007504	0.002651	-0.004676
1.389500	0.001084	0.005935	-0.001255	0.004625
1.390000	-0.001343	0.005368	0.003535	-0.002993
1.390500	-0.001134	-0.005529	-0.010435	-0.002700
1.391000	-0.000395	-0.008758	0.010331	0.000938
1.391500	0.000479	-0.007632	0.001479	-0.005396
1.392000	0.000379	-0.004796	0.000505	-0.001625
1.392500	-0.009539	0.005436	0.006998	-0.000806
1.393000	-0.002117	-0.003888	-0.001491	0.000466
1.393500	-0.005648	-0.001553	-0.002501	0.018044
1.394000	-0.003253	-0.003297	0.002310	0.000255
1.394500	0.002450	0.000881	0.000731	0.007833
1.395000	-0.002256	-0.005277	-0.000309	0.002508
1.395500	-0.005757	0.002652	-0.002664	-0.004551
1.396000	0.002047	0.003719	-0.008227	-0.009329
1.396500	-0.002673	0.004996	0.000698	0.003135
1.397000	-0.005007	0.001431	-0.000571	0.006122
1.397500	0.000571	-0.008241	0.003665	0.003240
1.398000	0.004159	0.005981	0.001300	0.010768
1.398500	-0.002913	0.001616	-0.006580	-0.006247
1.399000	-0.002894	-0.000805	0.002327	0.001108
1.399500	-0.003557	-0.006596	0.007802	0.003463
1.400000	0.002744	0.004717	-0.006574	-0.006348
1.400500	-0.003974	0.007377	0.010647	-0.008228
1.401000	0.006908	0.001432	-0.002209	0.005887
1.401500	-0.010587	0.003049	-0.004449	0.001197
1.402000	-0.005104	0.012433	-0.001776	0.000397
1.402500	-0.008799	-0.000066	-0.002304	0.002230
1.403000	0.004507	0.003112	-0.002336	-0.007892
1.403500	-0.002823	0.001486	-0.003335	-0.006654
1.404000	-0.001704	-0.003771	-0.012948	-0.003757
1.404500	0.000289	-0.006321	-0.003070	0.002850
1.405000	0.008942	-0.004595	0.004586	0.000879
1.405500	-0.000409	-0.002410	0.002206	0.001086
1.406000	0.002595	0.001089	-0.001041	-0.004364
1.406500	-0.006627	-0.000534	-0.006780	-0.000533
1.407000	0.011910	-0.000763	0.006388	-0.001309
1.407500	0.000850	0.005117	-0.001317	0.003791
1.408000	0.000780	-0.001355	0.006994	0.001067
1.408500	0.002102	-0.004138	-0.003040	0.005484
1.409000	-0.000344	0.000998	-0.000680	-0.002533
1.409500	0.008823	0.008311	0.009679	-0.002539
1.410000	0.000161	-0.002079	-0.000937	0.001434
1.410500	0.001035	0.005431	-0.006985	-0.000594
1.411000	0.004568	0.003738	0.002768	0.007151
1.411500	-0.003295	0.003263	-0.003066	-0.000651
1.412000	0.000731	-0.001030	-0.002936	-0.005742
1.412500	-0.000934	0.006020	-0.002193	0.001181
1.413000	0.000453	0.005716	-0.000966	-0.012866
1.413500	0.006085	0.003313	0.002695	-0.001195
1.414000	0.005139	-0.005592	0.001136	0.000327
1.414500	0.007712	0.004703	-0.010957	0.001525
1.415000	0.003520	0.000856	-0.005707	0.004164
1.415500	-0.004837	0.003417	-0.008147	-0.002843
1.416000	-0.000418	0.003500	0.007227	0.001830
1.416500	-0.002072	-0.009557	-0.001978	-0.001828
1.417000	-0.001520	0.004632	-0.010571	-0.002665
1.417500	0.005257	-0.002826	-0.006575	0.007576
1.418000	-0.001252	-0.006456	0.007489	-0.003527
1.418500	0.001511	0.010262	0.004426	-0.003159
1.419000	0.005365	-0.000767	-0.002177	-0.003057
1.419500	-0.002747	-0.000976	0.000375	0.002980
1.420000	-0.006086	-0.001226	-0.001513	0.006321
1.420500	-0.003869	-0.003544	-0.002657	0.004475
1.421000	0.004206	0.003527	0.008977	0.000840
1.421500	-0.000574	0.002107	0.006957	-0.007786
1.422000	0.003211	0.001457	0.001818	-0.001754
1.422500	0.003924	-0.003547	-0.001844	0.003491
1.423000	-0.000109	-0.001378	0.002522	-0.005500
1.423500	-0.006648	0.002967	-0.006114	0.000543
1.424000	0.001329	-0.004657	0.003919	0.004108
1.424500	-0.009108	-0.004106	0.006758	0.001604
1.425000	-0.000525	0.003343	0.011951	-0.003210
1.425500	0.000071	0.003146	-0.000389	0.005580
1.426000	-0.000144	-0.010134	-0.000461	-0.001244
1.426500	-0.002619	0.001522	-0.005698	0.002746
1.427000	0.000077	0.005876	0.001258	0.000218
1.427500	-0.009951	-0.005689	0.004858	0.000590
1.428000	-0.007097	-0.005261	-0.001708	0.006072
1.428500	0.002081	0.000865	-0.002906	0.000792
1.429000	-0.004802	0.009099	0.006437	-0.008053
1.429500	-0.000593	-0.002327	0.008884	-0.005091
1.430000	-0.002932	-0.002759	0.000039	-0.010072
1.430500	-0.000122	-0.007109	0.006058	0.000436
1.431000	0.003970	0.001049	0.009952	-0.000975
1.431500	-0.000208	0.001252	0.002310	0.000836
1.432000	-0.001873	-0.001501	-0.002103	-0.002546
1.432500	0.004514	-0.004057	0.005761	-0.000634
1.433000	-0.000372	0.001338	-0.002411	-0.003194
1.433500	-0.005593	0.003412	-0.007729	0.003903
1.434000	0.010934	-0.010077	0.005678	-0.009085
1.434500	-0.000998	0.009951	0.004076	-0.000263
1.435000	-0.003079	-0.006077	0.005826	0.001835
1.435500	-0.001236	0.002891	0.002292	0.001058
1.436000	0.001496	-0.001035	-0.002140	-0.004671
1.436500	-0.005514	-0.001279	0.007208	-0.000652
1.437000	-0.000594	0.000355	0.005279	-0.002370
1.437500	0.000272	-0.007607	0.000915	0.002118
1.438000	-0.012876	0.004027	0.003083	0.000660
1.438500	-0.001493	-0.001979	-0.005737	-0.008050
1.439000	0.004846	-0.001334	-0.001151	0.003223
1.439500	0.001733	-0.002652	-0.018101	-0.012358
1.440000	0.007162	0.005887	-0.000321	0.001795
1.440500	0.000160	-0.001180	0.002324	-0.000353
1.441000	-0.002578	0.004751	-0.002863	-0.007122
1.441500	-0.004020	0.005332	0.006743	0.004745
1.442000	-0.002209	0.003052	-0.003222	-0.007180
1.442500	-0.010076	0.008740	0.002320	-0.004485
1.443000	0.003108	0.002239	-0.001527	0.001715
1.443500	0.008947	-0.003932	0.003297	-0.008850
1.444000	0.003092	-0.002428	-0.001294	-0.001490
1.444500	-0.000081	-0.005263	0.003867	0.000856
1.445000	-0.001263	0.002123	0.005455	-0.001055
1.445500	-0.000166	-0.000836	-0.002580	-0.003759
1.446000	0.004153	-0.000462	-0.008484	0.003534
1.446500	-0.004410	-0.008493	0.000518	0.002629
1.447000	0.000056	-0.010537	-0.007261	0.011750
1.447500	0.000647	-0.001557	-0.000450	-0.012175
1.448000	-0.001510	-0.002619	0.000022	0.002570
1.448500	0.006141	-0.006196	-0.000411	-0.001927
1.449000	0.007685	-0.000512	-0.004281	0.001845
1.449500	-0.007565	0.000262	0.005221	0.005231
1.450000	0.006781	0.003098	-0.000714	-0.002425
1.450500	0.001887	0.004472	-0.002036	0.004020
1.451000	0.007504	0.004292	0.007489	-0.004752
1.451500	-0.005797	-0.003047	-0.003514	0.000205
1.452000	-0.007475	-0.004114	0.001840	0.002500
1.452500	0.000305	0.005028	-0.005569	0.004076
1.453000	-0.001957	0.005271	-0.002512	-0.000092
1.453500	0.002903	0.001398	-0.002517	0.000347
1.454000	0.001049	0.004260	0.000068	-0.005094
1.454500	-0.001565	-0.008666	0.008650	-0.001772
1.455000	0.001042	-0.001942	0.009117	0.003796
1.455500	-0.000035	-0.000845	0.002701	0.004527
1.456000	0.003829	-0.004694	-0.006102	0.005034
1.456500	-0.002554	0.002234	0.000613	-0.006222
1.457000	0.010160	0.003772	0.001009	-0.000568
1.457500	-0.000203	0.007881	-0.000023	0.009984
1.458000	0.000010	0.003551	-0.009271	0.012329
1.458500	0.002424	0.008559	-0.009909	0.000501
1.459000	-0.000274	0.001690	-0.001872	0.008933
1.459500	-0.001136	0.007338	0.001010	0.005080
1.460000	0.000612	0.002725	-0.005060	0.002711
1.460500	0.002226	0.004407	0.003578	0.002003
1.461000	0.002461	0.000616	0.004873	-0.000269
1.461500	0.003617	0.003372	-0.010280	-0.002562
1.462000	0.004304	0.006502	0.006202	0.010756
1.462500	-0.001919	-0.004877	0.000858	0.003306
1.463000	0.007710	0.010100	0.001070	0.009292
1.463500	-0.008085	-0.007784	-0.000379	-0.000475
1.464000	0.000889	-0.000978	0.001898	-0.006816
1.464500	-0.004384	-0.006016	-0.001756	0.002372
1.465000	0.001080	0.007041	0.007020	-0.006165
1.465500	-0.001250	0.004866	-0.000878	-0.003210
1.466000	-0.000956	0.003024	-0.003932	-0.007025
1.466500	0.002703	0.002233	-0.010457	-0.000986
1.467000	-0.007977	-0.004258	-0.007690	0.000639
1.467500	-0.000232	-0.005530	0.005964	0.002078
1.468000	0.005839	-0.000219	-0.005380	0.007392
1.468500	-0.011406	0.000106	-0.002960	-0.005579
1.469000	-0.006347	-0.004468	-0.000423	-0.003125
1.469500	0.005523	-0.000020	0.011530	0.011358
1.470000	0.001849	0.006368	0.004551	-0.003133
1.470500	-0.001261	-0.002141	0.000592	0.008971
1.471000	0.002508	0.003415	-0.000923	-0.002571
1.471500	-0.006116	-0.004694	0.006445	-0.005674
1.472000	-0.003193	0.002026	-0.000980	0.000494
1.472500	0.001166	-0.001702	-0.000331	-0.000090
1.473000	-0.009526	-0.001058	0.006017	0.006260
1.473500	0.002619	0.004776	-0.008788	0.008754
1.474000	0.003514	-0.001548	-0.005710	0.006636
1.474500	-0.005609	0.001760	-0.003487	-0.002843
1.475000	-0.000199	-0.011320	0.004192	-0.004648
1.475500	0.001233	0.008318	0.007123	0.001506
1.476000	0.000892	-0.005410	-0.000006	-0.002806
1.476500	0.005872	-0.001563	0.001702	-0.000915
