Time	L_BF	L_VL	R_BF	R_VL
0.787500	0.000285	-0.007446	0.000360	0.006580
0.788000	-0.002961	0.001976	0.004102	-0.008813
0.788500	0.001355	-0.005932	0.004582	0.003850
0.789000	-0.000323	-0.010493	-0.000066	0.003743
0.789500	-0.008928	-0.002378	0.001331	-0.002820
0.790000	-0.003813	-0.000124	0.002357	-0.002922
0.790500	-0.004339	0.001065	-0.000614	0.009981
0.791000	-0.002695	-0.000829	0.005148	0.003497
0.791500	0.001226	-0.001889	0.001834	0.007606
0.792000	0.001493	-0.000351	0.003674	0.002488
0.792500	-0.000614	0.003188	0.009132	0.008717
0.793000	-0.002154	-0.001270	0.008426	-0.006818
0.793500	-0.001641	-0.001208	0.000053	-0.005331
0.794000	-0.001152	-0.004394	0.000498	0.002014
0.794500	-0.002661	0.003597	-0.006172	0.000961
0.795000	0.004190	0.001010	-0.001715	0.004278
0.795500	-0.002030	-0.004822	-0.003985	0.000539
0.796000	0.007133	0.000709	-0.002119	0.006904
0.796500	0.000431	-0.005432	0.012385	0.005193
0.797000	0.008940	-0.007454	0.002995	-0.003787
0.797500	-0.000217	0.005363	-0.000419	0.004543
0.798000	0.001559	0.003547	0.009500	0.002059
0.798500	-0.015537	-0.003310	0.000086	0.000981
0.799000	0.006105	0.005388	-0.009336	-0.004789
0.799500	0.005251	-0.004008	0.007805	0.007425
0.800000	-0.004052	-0.002596	0.000739	0.006089
0.800500	0.008408	0.001469	0.000407	0.001712
0.801000	0.003014	0.000939	0.003417	-0.005599
0.801500	-0.000660	-0.004144	-0.005266	-0.006942
0.802000	0.002215	0.002146	0.000389	-0.000008
0.802500	-0.000545	-0.001142	-0.003973	-0.001836
0.803000	0.005197	0.002493	0.001058	0.002026
0.803500	0.003186	-0.004049	0.006005	0.000710
0.804000	0.004552	0.003302	-0.004881	0.006420
0.804500	0.002529	-0.003110	-0.006679	0.001056
0.805000	0.004037	-0.003386	-0.000988	-0.007802
0.805500	0.000605	0.012927	-0.005854	-0.002984
0.806000	-0.002946	-0.006945	0.005534	-0.001763
0.806500	0.002494	0.005243	-0.003368	0.007523
0.807000	-0.000940	0.000072	-0.007446	-0.000475
0.807500	0.004917	-0.004142	-0.000939	0.008941
0.808000	0.008919	0.002995	-0.010958	-0.003146
0.808500	-0.002597	0.012182	-0.008233	0.004487
0.809000	-0.006723	-0.008495	-0.004123	0.001734
0.809500	-0.001416	0.004294	0.003797	-0.002233
0.810000	0.004648	-0.001248	0.002868	0.001346
0.810500	0.001965	0.008593	-0.004281	-0.002333
0.811000	-0.000895	0.000227	-0.004089	-0.006056
0.811500	0.004135	-0.010408	0.006577	0.001044
0.812000	0.001462	0.003395	-0.005134	-0.001289
0.812500	-0.000842	0.005908	0.004297	-0.000516
0.813000	0.004630	-0.004498	-0.000790	-0.001504
0.813500	0.003406	-0.004531	0.002799	-0.002321
0.814000	-0.005961	0.000794	0.001817	-0.004231
0.814500	0.003717	0.004795	0.003350	-0.002736
0.815000	-0.005528	0.010433	-0.000155	0.006256
0.815500	0.001396	-0.003333	0.002995	-0.007921
0.816000	-0.000165	-0.005165	-0.001393	0.011555
0.816500	-0.001698	0.000940	0.003147	0.002982
0.817000	-0.004495	0.000550	-0.005920	0.002797
0.817500	-0.002734	-0.002860	-0.002784	0.009140
0.818000	0.004667	-0.002869	-0.006800	0.002207
0.818500	0.011341	-0.002407	0.004679	0.005127
0.819000	-0.011908	0.005856	0.002507	0.004625
0.819500	-0.001461	-0.012791	-0.003396	-0.000900
0.820000	0.002707	-0.004590	0.001862	-0.002254
0.820500	0.004858	0.001171	0.000534	-0.009682
0.821000	-0.000561	0.000262	0.003483	-0.001023
0.821500	0.005089	-0.001958	0.006622	0.001914
0.822000	-0.001633	-0.007034	-0.001739	-0.001809
0.822500	-0.000767	-0.003054	-0.000997	0.004346
0.823000	0.000054	-0.005876	-0.002782	0.002548
0.823500	-0.001904	0.004854	-0.004151	0.000132
0.824000	0.004387	-0.003973	0.003013	0.003835
0.824500	-0.004257	-0.001496	-0.001830	0.000150
0.825000	-0.004359	-0.001081	-0.000400	0.001160
0.825500	0.003693	0.001646	0.007831	0.000987
0.826000	0.005140	-0.007925	0.001938	0.002479
0.826500	0.000511	-0.003125	-0.002027	0.001202
0.827000	0.008111	-0.004781	0.009381	-0.005024
0.827500	0.000689	0.004894	0.003610	0.002325
0.828000	-0.005326	0.005146	0.002981	-0.001419
0.828500	-0.002155	-0.003958	-0.009090	0.007260
0.829000	-0.005732	0.001531	0.001038	0.007831
0.829500	0.006523	0.004830	0.002219	-0.002545
0.830000	0.001541	0.004880	-0.000891	0.005665
0.830500	-0.000287	-0.000908	0.006139	-0.000888
0.831000	-0.000596	0.002503	-0.003988	0.004589
0.831500	0.002603	0.007347	0.009719	0.006240
0.832000	-0.004293	0.003107	-0.002989	0.002156
0.832500	0.001233	-0.005277	-0.002693	0.006042
0.833000	0.010390	-0.006973	-0.008236	-0.000778
0.833500	0.005626	-0.004111	0.001280	0.003103
0.834000	-0.006780	-0.003449	0.000201	0.004507
0.834500	0.008128	0.004586	-0.013550	-0.010007
0.835000	0.004862	0.002795	-0.011265	0.000460
0.835500	0.006749	0.000784	-0.003442	0.011473
0.836000	-0.002534	0.004912	0.000619	-0.003632
0.836500	-0.003474	0.003504	-0.003315	0.000403
0.837000	0.000235	-0.009286	0.000430	-0.006455
0.837500	0.002449	0.002939	0.001051	0.004251
0.838000	0.003661	0.007921	-0.001714	0.003263
0.838500	0.005537	0.012739	-0.001637	-0.010620
0.839000	-0.010251	0.009439	0.007609	0.006379
0.839500	0.001121	0.002725	0.011790	-0.000807
0.840000	0.005261	-0.002352	0.006200	-0.000904
0.840500	0.004526	0.004200	-0.008066	-0.001773
0.841000	0.001602	-0.005887	0.005471	-0.000372
0.841500	-0.000696	0.006188	-0.009535	-0.002817
0.842000	-0.005699	-0.009550	0.004500	-0.007112
0.842500	-0.000837	-0.009870	0.003709	0.006606
0.843000	0.000154	0.002542	0.007252	0.001501
0.843500	0.014311	-0.005456	0.006608	0.008972
0.844000	-0.008013	0.001287	-0.004416	0.003352
0.844500	0.008333	-0.004726	0.000855	-0.010359
0.845000	0.005920	-0.001582	0.003745	0.001920
0.845500	-0.000432	0.006417	-0.008651	0.004987
0.846000	-0.002043	0.007431	0.000618	-0.008956
0.846500	0.002906	0.003489	-0.010020	-0.003376
0.847000	0.013675	-0.001644	-0.002623	-0.005287
0.847500	0.003141	0.003896	-0.001519	-0.006202
0.848000	0.010369	0.002419	0.005093	-0.005950
0.848500	-0.001426	0.001439	0.000504	0.005841
0.849000	0.002266	0.000229	0.009038	-0.004349
0.849500	0.000230	-0.007494	-0.005698	0.000116
0.850000	-0.009751	0.004569	-0.004000	0.004771
0.850500	0.001445	-0.007147	0.010549	-0.005532
0.851000	-0.004462	-0.005750	0.001145	-0.003246
0.851500	0.001213	0.004338	-0.002920	0.004486
0.852000	-0.003756	0.001578	0.000539	-0.001859
0.852500	-0.005664	0.000139	0.015609	0.007938
0.853000	-0.005015	-0.003559	0.001781	-0.004021
0.853500	0.001497	-0.009700	0.000967	-0.010545
0.854000	-0.002224	-0.005309	0.002436	0.009490
0.854500	0.009817	-0.007846	-0.006208	0.005121
0.855000	0.004319	0.004659	0.005252	0.010566
0.855500	-0.003248	0.006258	-0.003802	0.000106
0.856000	-0.005779	0.004316	-0.001517	0.013917
0.856500	0.007906	-0.001251	0.005520	0.009712
0.857000	-0.003996	-0.002982	0.001299	0.000591
0.857500	0.000376	-0.003658	-0.007891	0.002454
0.858000	0.001664	0.004912	0.006348	0.001097
0.858500	-0.006356	-0.010726	-0.002818	0.000894
0.859000	0.003950	-0.007220	-0.006903	0.006542
0.859500	0.000694	-0.006619	0.007809	0.014933
0.860000	0.002799	-0.006881	0.008628	0.002218
0.860500	0.007445	0.000088	-0.001864	-0.001105
0.861000	-0.000742	-0.004434	0.000218	-0.002502
0.861500	-0.004234	-0.003965	-0.002913	0.005065
0.862000	0.000738	0.002881	-0.002694	-0.004157
0.862500	-0.007304	0.000643	0.003086	-0.002882
0.863000	0.002349	0.008703	0.004039	0.004849
0.863500	-0.002148	0.008245	0.000690	0.002719
0.864000	-0.004225	-0.005455	-0.006577	-0.004558
0.864500	0.015279	0.000011	0.000070	-0.004538
0.865000	0.012221	-0.001026	0.000223	0.004721
0.865500	0.009211	0.001317	0.001725	0.004157
0.866000	0.006605	-0.001586	-0.002089	-0.008082
0.866500	-0.004390	-0.006343	0.007420	0.001002
0.867000	-0.009151	-0.010236	0.004553	0.007109
0.867500	0.000333	0.002563	0.000430	0.003100
0.868000	0.008092	-0.001975	0.005226	0.006161
0.868500	-0.002811	0.000623	-0.001106	0.000316
0.869000	-0.001038	0.005002	0.003969	-0.000818
0.869500	-0.005809	0.002725	0.004526	0.001515
0.870000	-0.005815	0.004394	-0.000373	0.001539
0.870500	-0.009183	0.001908	0.000943	-0.004677
0.871000	0.006969	-0.002886	-0.004267	0.004434
0.871500	-0.001153	-0.002591	-0.003341	-0.011095
0.872000	0.009661	-0.001733	0.000541	0.000747
0.872500	-0.004568	-0.006042	0.002259	-0.005910
0.873000	0.000339	-0.002517	-0.005840	0.007534
0.873500	-0.002228	0.013355	0.002455	0.001111
0.874000	0.005115	-0.000390	0.003073	-0.004982
0.874500	0.006479	0.007005	-0.003059	0.003054
0.875000	-0.001211	0.004671	-0.004595	-0.000168
0.875500	-0.000428	-0.001971	0.004233	-0.002276
0.876000	-0.005680	-0.007211	0.011640	0.003904
0.876500	-0.003564	-0.007856	0.001014	0.000139
0.877000	0.002360	0.004506	0.004161	0.001742
0.877500	0.011429	0.000523	-0.008208	-0.000673
0.878000	0.009813	0.001836	-0.002312	0.010865
0.878500	-0.006659	0.002694	-0.004987	0.001449
0.879000	0.003217	-0.007062	-0.009261	0.001133
0.879500	0.018758	0.006335	-0.001064	0.002036
0.880000	0.008075	-0.005184	0.005592	0.009570
0.880500	-0.002577	0.003657	-0.008785	-0.005188
0.881000	-0.004786	-0.004592	-0.000830	0.004771
0.881500	-0.000819	-0.006623	0.005478	-0.010947
0.882000	-0.001347	-0.005376	0.005427	0.000408
0.882500	0.000348	-0.001382	0.000917	-0.005159
0.883000	-0.009402	-0.000115	-0.006327	0.001790
0.883500	-0.002592	-0.001388	-0.000368	-0.004398
0.884000	-0.000416	-0.001017	0.009000	0.000413
0.884500	0.004506	-0.003484	0.005009	-0.001091
0.885000	-0.000567	0.000367	-0.007675	-0.002331
0.885500	-0.006061	-0.003963	-0.001565	-0.004911
0.886000	0.001948	0.002481	-0.004869	-0.001172
0.886500	-0.007717	0.003359	-0.002079	-0.002528
0.887000	-0.004307	-0.003173	-0.001045	0.001719
0.887500	-0.001471	-0.001868	-0.002493	-0.002646
0.888000	-0.004501	-0.003075	0.002083	-0.007615
0.888500	0.008338	0.005526	-0.001223	-0.001650
0.889000	0.001709	0.002849	0.003313	0.004544
0.889500	-0.001219	-0.002109	0.011744	0.007500
0.890000	0.003601	0.002301	-0.001843	-0.006451
0.890500	0.000442	0.004634	0.007473	-0.001507
0.891000	0.009010	0.002675	0.000948	0.002153
0.891500	-0.014681	-0.002101	-0.002772	-0.008557
0.892000	0.011591	0.004805	-0.006096	-0.011872
0.892500	-0.006200	0.002645	0.004048	0.002525
0.893000	-0.009445	-0.004453	0.001325	0.005984
0.893500	-0.000994	0.004317	-0.008238	-0.005221
0.894000	0.005810	0.002552	-0.000993	-0.000348
0.894500	0.008418	-0.007258	-0.001945	-0.003965
0.895000	0.002142	-0.003113	0.005091	0.002486
0.895500	-0.002347	-0.003849	0.002993	-0.003730
0.896000	-0.000998	0.003588	-0.002241	0.004428
0.896500	-0.011916	0.002875	0.007850	0.007363
0.897000	-0.002114	0.004216	0.007678	0.006872
0.897500	-0.001497	-0.005355	-0.006448	0.007710
0.898000	-0.006304	0.011164	0.002892	-0.001439
0.898500	-0.008688	0.005561	-0.002818	0.000852
0.899000	-0.002752	-0.002692	-0.006827	0.006681
0.899500	0.002088	0.000964	-0.009733	0.000755
0.900000	-0.002811	0.004356	-0.009594	0.005976
0.900500	-0.003366	-0.005177	-0.006069	-0.009271
0.901000	-0.004349	0.002095	0.003895	0.004634
0.901500	-0.002126	-0.002496	0.003307	0.010783
0.902000	0.004815	0.002549	0.003566	-0.005071
0.902500	-0.000012	-0.001397	0.000244	-0.001570
0.903000	-0.003666	0.003553	0.006493	0.000871
0.903500	-0.002160	-0.000817	-0.015449	0.004623
0.904000	-0.002540	-0.008182	0.005649	-0.000705
0.904500	0.002244	0.004241	0.002508	0.005020
0.905000	-0.004503	-0.001084	-0.006307	0.008473
0.905500	-0.004219	-0.001514	-0.005748	0.002452
0.906000	0.002476	-0.006121	-0.007513	0.000822
0.906500	-0.007446	-0.004786	-0.000426	-0.001194
0.907000	0.005986	-0.006498	-0.003161	0.002126
0.907500	-0.001290	-0.000525	-0.006781	-0.007557
0.908000	0.006262	-0.004622	-0.003942	0.003320
0.908500	-0.001576	0.000121	0.000611	-0.007906
0.909000	0.004650	0.003074	-0.012622	0.001638
0.909500	0.014608	-0.002159	-0.000796	0.003663
0.910000	0.009440	-0.006800	0.001623	0.002521
0.910500	-0.002069	-0.005064	-0.007212	-0.004780
0.911000	-0.004465	0.001692	-0.005398	-0.001591
0.911500	-0.011097	-0.004713	0.007846	-0.012592
0.912000	-0.001500	-0.000474	0.007750	-0.004456
0.912500	-0.002969	0.002997	0.003267	0.003390
0.913000	0.008841	-0.003319	0.005759	-0.003153
0.913500	0.004192	-0.006850	0.000894	0.007130
0.914000	-0.000159	-0.004450	-0.002060	0.000479
0.914500	-0.004949	0.006003	0.003785	-0.005925
0.915000	0.000253	0.001207	0.012886	-0.000205
0.915500	0.000078	-0.002044	-0.002402	0.001360
0.916000	-0.003601	0.002804	-0.001140	-0.000733
0.916500	0.001758	-0.000928	0.009623	-0.002394
0.917000	-0.003319	0.003074	0.003258	0.005488
0.917500	0.001805	-0.001452	0.003959	0.006847
0.918000	-0.001974	0.006335	0.002597	-0.001883
0.918500	0.004351	0.008161	0.004546	0.001944
0.919000	-0.009954	0.001505	-0.005095	0.001137
0.919500	0.001211	0.002217	0.001951	0.012943
0.920000	-0.009077	0.001495	-0.009291	0.005625
0.920500	-0.000197	0.004252	-0.003523	0.000609
0.921000	-0.007251	0.006851	-0.000747	-0.005717
0.921500	0.002474	0.007224	-0.007097	-0.002736
0.922000	0.007919	-0.004737	-0.002571	-0.008354
0.922500	-0.000558	-0.003597	-0.000751	-0.012268
0.923000	-0.003756	0.000499	0.004346	0.007322
0.923500	-0.002439	-0.001678	-0.007701	-0.001411
0.924000	-0.002199	-0.002856	-0.003705	0.003577
0.924500	0.005799	-0.004689	0.005761	-0.003728
0.925000	-0.000039	0.004327	-0.003128	0.007323
0.925500	-0.000134	0.000113	0.006437	0.003615
0.926000	0.000901	0.007167	0.007101	-0.000999
0.926500	-0.001863	0.002163	0.000081	0.008860
0.927000	0.004162	0.000239	-0.003972	0.002073
0.927500	0.005226	-0.009302	-0.013998	0.001171
0.928000	-0.005186	0.007129	-0.000906	0.000807
0.928500	0.002999	-0.002326	-0.007061	0.001260
0.929000	-0.004261	0.007208	-0.001778	-0.000907
0.929500	0.004226	-0.010577	-0.004498	0.002491
0.930000	0.002834	0.001648	0.004875	0.007112
0.930500	0.002809	-0.000342	-0.007123	0.004048
0.931000	0.001962	-0.000625	-0.000454	-0.005686
0.931500	0.001561	0.008550	-0.006449	0.004762
0.932000	0.005802	0.005416	0.004717	-0.002643
0.932500	-0.008627	-0.006702	0.004518	0.004586
0.933000	-0.001452	0.006989	-0.000538	-0.005261
0.933500	0.000765	-0.001376	-0.001725	-0.002748
0.934000	0.006251	-0.004828	-0.007032	-0.004471
0.934500	-0.004338	-0.007063	-0.000960	-0.003278
0.935000	-0.003877	0.001493	0.013676	0.004241
0.935500	-0.000403	-0.002426	0.002248	-0.007024
0.936000	0.005373	0.002877	0.000405	0.000476
0.936500	-0.007172	0.000453	-0.004528	-0.005144
0.937000	-0.006872	-0.007606	0.009564	-0.001145
0.937500	0.010163	-0.003385	-0.005000	-0.001224
0.938000	-0.001233	0.006059	-0.004299	0.000740
0.938500	-0.008091	-0.011227	-0.000211	0.004092
0.939000	0.003177	-0.009706	-0.004311	-0.003338
0.939500	-0.002086	0.005823	-0.005852	0.006562
0.940000	0.008541	0.003814	-0.000565	-0.002538
0.940500	0.001979	-0.000319	-0.007446	0.001299
0.941000	-0.003131	0.005348	0.004500	-0.006865
0.941500	-0.001119	0.003324	0.004164	-0.006302
0.942000	0.000212	-0.001800	-0.001234	-0.003075
0.942500	0.005011	0.006896	-0.009300	0.001478
0.943000	0.005469	-0.001370	0.001343	0.004289
0.943500	0.002292	0.005764	-0.006364	0.002935
0.944000	0.003557	0.005796	0.002702	0.005853
0.944500	-0.000235	0.000636	0.002513	0.000833
0.945000	0.002184	-0.009009	-0.000537	-0.000333
0.945500	-0.001416	-0.000146	-0.003287	-0.000688
0.946000	-0.009649	0.001620	0.006760	-0.005911
0.946500	0.006741	0.002972	0.000667	0.002441
0.947000	-0.001999	-0.003459	0.000934	-0.008608
0.947500	0.003701	-0.010685	0.001229	0.006190
0.948000	-0.000137	-0.003194	-0.004877	0.001961
0.948500	-0.006601	-0.005861	-0.001567	-0.001424
0.949000	-0.003825	0.000707	-0.004028	-0.002735
0.949500	-0.002660	0.005649	-0.000587	0.002183
0.950000	0.001897	-0.005009	0.005337	-0.007515
0.950500	-0.001648	-0.001430	0.000901	0.006301
0.951000	0.004639	0.007932	0.008779	-0.005419
0.951500	0.004992	-0.001823	0.004457	-0.002519
0.952000	0.005526	-0.007389	0.001261	0.001374
0.952500	0.001648	0.000057	-0.003651	-0.000325
0.953000	0.000191	0.005095	0.003056	-0.000903
0.953500	-0.003131	0.001240	0.000861	-0.006268
0.954000	-0.013372	0.003352	-0.004887	0.000512
0.954500	-0.001271	0.001226	-0.005060	0.003216
0.955000	0.000581	-0.008548	-0.007076	-0.006647
0.955500	-0.002779	0.004391	0.004769	-0.000921
0.956000	-0.003412	-0.002178	-0.007449	-0.008227
0.956500	-0.001754	0.003426	-0.002742	-0.000338
0.957000	-0.002197	-0.005003	-0.000487	0.007973
0.957500	-0.003832	0.017601	-0.000226	-0.004111
0.958000	-0.008459	0.006360	-0.004552	0.000242
0.958500	-0.007997	0.001855	-0.001505	0.000018
0.959000	-0.002997	0.003799	-0.007974	0.000741
0.959500	0.000761	0.004659	0.005413	-0.006807
0.960000	0.002474	-0.005694	-0.002713	-0.007104
0.960500	0.001187	-0.001207	-0.003907	0.001650
0.961000	0.002395	-0.006438	0.003604	-0.000568
0.961500	-0.005258	0.002593	0.001824	0.002623
0.962000	0.001990	0.003740	-0.011175	-0.001691
0.962500	0.003285	0.001416	0.003775	0.010516
0.963000	0.003562	-0.002209	0.005478	0.002470
0.963500	-0.003530	-0.000943	-0.001973	0.013632
0.964000	0.004225	0.007500	-0.005307	0.001138
0.964500	-0.003405	0.002903	0.003349	0.001279
0.965000	0.001800	0.007174	0.012158	-0.003319
0.965500	-0.000264	-0.001892	0.005862	0.016148
0.966000	0.004709	-0.001508	0.006696	-0.009036
0.966500	0.004311	0.000800	0.003388	-0.003055
0.967000	0.002452	-0.000905	0.002782	0.000603
0.967500	0.005415	0.002111	0.001621	-0.007062
0.968000	-0.008552	-0.003852	-0.005617	0.002630
0.968500	0.006547	-0.006946	0.002143	0.001668
0.969000	-0.004201	-0.003265	-0.006856	0.008318
0.969500	0.005181	0.007402	0.000934	-0.003846
0.970000	-0.005878	-0.001817	-0.001160	0.001398
0.970500	-0.006964	-0.002860	-0.006897	0.007173
0.971000	-0.005324	0.003319	0.002205	-0.002329
0.971500	0.000668	0.003673	0.003562	-0.004831
0.972000	-0.012323	-0.007027	-0.002835	0.005010
0.972500	-0.005790	-0.000933	0.000430	-0.003555
0.973000	-0.005229	0.001268	0.006704	0.000720
0.973500	-0.001529	0.003311	0.002681	-0.011708
0.974000	0.003495	0.004452	-0.001997	0.010617
0.974500	0.001846	0.001715	0.006143	-0.007651
0.975000	0.009391	0.003311	0.008008	0.005563
0.975500	0.002431	0.001592	0.005686	-0.002433
0.976000	-0.010916	0.008990	-0.010276	-0.002960
0.976500	-0.002542	0.006287	-0.001917	0.006033
0.977000	0.018335	0.003211	-0.001750	0.002724
0.977500	-0.006679	0.000072	-0.004203	0.000892
0.978000	-0.003073	0.000199	0.000514	0.001510
0.978500	0.004582	0.001476	-0.005295	0.005871
0.979000	-0.002462	0.003674	-0.003992	-0.001260
0.979500	0.000693	0.008024	0.005823	0.007534
0.980000	-0.000084	-0.001417	-0.003385	-0.001578
0.980500	-0.001008	0.002771	0.000840	-0.009620
0.981000	-0.001913	0.000319	0.000593	0.010512
0.981500	-0.005253	-0.001347	-0.000698	-0.001003
0.982000	-0.001725	0.002704	0.001014	-0.001367
0.982500	-0.003395	0.007708	0.004346	0.010114
0.983000	0.002319	0.003018	0.001920	-0.004376
0.983500	-0.000693	0.000103	-0.001183	-0.001273
0.984000	0.003148	-0.001769	-0.000251	-0.002002
0.984500	0.000238	0.001803	0.002400	-0.001041
0.985000	-0.000930	0.011114	0.002559	-0.005255
0.985500	0.004904	-0.001251	0.000413	-0.000833
0.986000	-0.004333	0.002952	0.005387	0.009850
0.986500	0.005770	0.007424	0.003751	-0.000451
0.987000	-0.000113	-0.010637	0.007584	0.007941
0.987500	0.001277	-0.011628	-0.006242	-0.005424
0.988000	0.005537	0.001096	-0.000659	-0.006705
0.988500	0.005592	-0.004889	-0.000525	-0.003994
0.989000	0.004595	0.003270	-0.003811	0.004564
0.989500	-0.005193	0.001397	-0.004514	-0.004548
0.990000	-0.001496	-0.003750	-0.009166	-0.001884
0.990500	0.002048	-0.001463	-0.004610	0.006874
0.991000	0.006144	-0.005592	0.010184	0.007114
0.991500	0.005702	-0.005169	-0.001216	0.004681
0.992000	-0.001608	0.010679	-0.000869	-0.003263
0.992500	0.001823	0.007500	-0.007985	-0.001517
0.993000	-0.002419	0.000026	0.004104	0.000691
0.993500	-0.001953	0.005260	-0.002416	0.006255
0.994000	-0.005751	-0.000267	0.002777	0.001427
0.994500	0.001603	0.002373	-0.004392	0.000601
0.995000	-0.004955	-0.003452	-0.002203	0.004764
0.995500	-0.000710	-0.004290	-0.002260	-0.012212
0.996000	0.000623	-0.003746	0.003665	0.000359
0.996500	0.002937	0.003915	0.003826	-0.005053
0.997000	-0.006931	0.003127	0.004353	0.008056
0.997500	0.002943	0.010005	-0.002103	0.001256
0.998000	-0.011041	-0.007373	0.005627	0.003268
0.998500	-0.011491	0.002596	0.003741	0.008515
0.999000	0.003676	0.002487	-0.005374	0.001564
0.999500	0.000924	0.008835	-0.005137	0.002987
1.000000	-0.000264	0.002044	0.001167	0.002429
1.000500	0.001337	0.009282	0.009227	0.000424
1.001000	0.001835	0.003120	-0.000907	0.001455
1.001500	-0.000552	0.005653	-0.000172	-0.004560
1.002000	0.003199	0.006530	0.002170	0.008343
1.002500	0.001818	-0.010140	-0.008064	0.008528
1.003000	-0.002407	-0.001682	-0.003207	0.000675
1.003500	-0.003997	0.001935	0.008102	0.003081
1.004000	-0.003718	-0.005524	0.004072	0.004219
1.004500	0.004699	0.007733	0.001791	0.003341
1.005000	-0.007301	-0.004119	-0.002299	-0.001587
1.005500	-0.004262	0.004246	0.007766	0.000014
1.006000	-0.002064	0.005262	0.004371	-0.003790
1.006500	0.003969	-0.010545	-0.000570	0.005098
1.007000	0.008078	-0.003996	-0.001873	-0.004027
1.007500	-0.005178	0.001635	-0.000541	0.007394
1.008000	0.009860	0.003571	0.002507	-0.000729
1.008500	-0.001929	0.006395	0.004610	0.002857
1.009000	0.007505	0.005306	0.004806	-0.002598
1.009500	0.002390	-0.004272	0.006453	-0.000055
1.010000	-0.008864	-0.000251	0.005800	-0.002036
1.010500	0.000890	-0.000997	-0.003701	0.005766
1.011000	0.007037	-0.005543	0.005976	-0.006056
1.011500	-0.005657	0.011273	-0.001640	0.001033
1.012000	0.002719	0.006387	-0.000298	0.005543
1.012500	0.000550	-0.007646	-0.004214	-0.007525
1.013000	-0.006152	-0.002674	-0.002954	0.001176
1.013500	-0.004104	0.000174	0.004959	-0.003099
1.014000	-0.003342	-0.003531	0.006261	-0.000947
1.014500	0.001966	-0.002272	0.008268	-0.000288
1.015000	0.005714	-0.003915	0.003705	0.001130
1.015500	0.005033	-0.003421	-0.001603	-0.001766
1.016000	-0.007764	-0.001572	-0.006746	-0.004050
1.016500	0.003470	-0.008151	-0.001985	-0.002457
1.017000	-0.000350	-0.007996	0.003777	0.004402
1.017500	0.001272	-0.002002	-0.010274	0.001820
1.018000	-0.005155	0.003014	-0.006225	-0.000833
1.018500	-0.002198	-0.000859	0.002076	-0.002353
1.019000	-0.005545	-0.004929	0.002534	0.003615
1.019500	0.002176	-0.001298	-0.001648	-0.003462
1.020000	0.005220	0.008364	0.005307	-0.000141
1.020500	-0.000306	0.005296	0.006390	-0.002486
1.021000	-0.003281	0.001879	-0.011012	0.003723
1.021500	-0.004347	-0.003322	-0.001233	-0.003033
1.022000	-0.006271	0.006279	-0.005891	0.002030
1.022500	-0.005915	-0.005805	-0.001099	0.008160
1.023000	-0.002390	-0.001351	0.005776	0.008623
1.023500	-0.001336	0.009005	-0.001767	-0.001212
1.024000	0.017072	0.002951	0.002493	0.002919
1.024500	-0.002950	-0.000738	0.000614	-0.007670
1.025000	-0.010997	-0.003126	0.001950	0.001049
1.025500	0.000767	0.000013	-0.004451	-0.000075
1.026000	0.002186	-0.001512	-0.000284	-0.005378
1.026500	-0.003447	-0.002131	-0.006869	0.007225
1.027000	0.005437	0.000968	0.004315	0.002437
1.027500	-0.003529	-0.005440	0.000374	0.004649
1.028000	0.006042	-0.007130	-0.007886	-0.000026
1.028500	0.002037	-0.000821	-0.001409	0.008118
1.029000	0.000670	0.001779	-0.003363	0.001699
1.029500	0.004317	0.003532	0.001720	0.002415
1.030000	0.004510	0.002472	0.004167	0.003567
1.030500	0.001965	0.001738	-0.006876	0.003669
1.031000	0.001085	0.000852	0.000990	-0.005079
1.031500	-0.000283	0.008589	0.002961	-0.000438
1.032000	0.002338	-0.003259	-0.003137	0.000554
1.032500	0.003562	0.007514	0.006818	0.003790
1.033000	0.000833	0.003709	-0.002120	0.007814
1.033500	-0.006800	-0.002863	-0.001703	0.002342
1.034000	-0.000581	-0.003132	-0.007104	-0.000525
1.034500	0.002994	0.005057	-0.000351	-0.005949
1.035000	0.000078	-0.000257	-0.002789	0.009463
1.035500	-0.001234	-0.006276	-0.001895	0.001823
1.036000	0.002303	-0.000691	-0.003333	-0.000300
1.036500	-0.001161	-0.004693	0.009846	-0.004577
1.037000	-0.006366	-0.001236	0.001882	0.003988
1.037500	0.000395	0.004687	-0.009174	0.002257
1.038000	-0.000086	0.000656	-0.002932	-0.005981
1.038500	-0.002331	-0.004270	-0.000850	0.003553
1.039000	0.003948	0.001826	0.000035	0.006366
1.039500	0.001301	0.004309	-0.002753	-0.001750
1.040000	-0.002275	-0.003951	0.015844	-0.003891
1.040500	-0.006221	-0.002524	0.000040	0.011728
1.041000	-0.001397	-0.001891	-0.003585	0.004871
1.041500	-0.010035	0.002041	0.001149	0.003747
1.042000	-0.009495	-0.010417	0.004206	0.005870
1.042500	-0.001382	0.000381	-0.004516	-0.003137
1.043000	0.001260	-0.005888	0.003818	0.005343
1.043500	0.001336	0.001850	0.006793	0.000371
1.044000	-0.006953	0.006213	-0.001408	-0.005292
1.044500	-0.004465	0.001113	-0.007132	-0.007196
1.045000	-0.013580	0.002515	-0.002211	0.004016
1.045500	0.003024	-0.002662	-0.003566	0.008470
1.046000	0.005728	-0.000623	-0.001663	-0.001967
