Time	RASISX	RASISY	RASISZ	LASISX	LASISY	LASISZ
2.485	650.063	666.538	622.635	577.599	557.020	602.642
2.490	650.423	665.264	621.944	577.683	556.370	604.081
2.495	649.805	665.327	621.132	577.080	556.275	603.862
2.500	650.167	665.740	620.614	577.868	556.405	604.244
2.505	650.655	664.679	620.964	577.872	556.308	603.320
2.510	651.295	664.232	620.818	577.697	556.127	604.622
2.515	649.072	665.123	619.912	577.908	555.853	604.328
2.520	650.169	665.420	620.282	577.893	556.741	603.910
2.525	649.462	666.069	621.670	578.529	556.867	604.529
2.530	649.879	664.530	620.102	578.464	556.106	604.682
2.535	649.678	665.796	620.967	578.294	556.487	603.887
2.540	649.377	665.999	620.202	579.202	556.992	604.570
2.545	649.654	666.145	619.836	578.939	556.928	604.773
2.550	649.059	665.632	620.747	578.445	555.529	603.599
2.555	649.498	666.001	619.793	578.586	555.365	603.495
2.560	649.284	666.976	620.319	578.380	556.937	604.835
2.565	649.489	664.892	620.137	578.787	555.298	603.896
2.570	649.590	664.758	620.920	579.021	555.449	603.928
2.575	649.229	665.442	620.732	578.424	555.580	604.025
2.580	649.158	665.509	619.691	578.732	555.827	603.405
2.585	649.826	664.634	619.801	577.940	556.025	603.677
2.590	649.785	665.900	621.064	578.549	555.275	604.156
2.595	649.873	665.556	620.066	579.170	555.533	603.853
2.600	649.511	664.929	620.146	578.702	555.545	604.341
2.605	648.760	664.377	619.823	579.725	555.508	603.624
2.610	649.483	665.431	620.794	579.080	554.801	604.462
2.615	649.060	665.567	620.312	578.695	555.619	603.855
2.620	648.806	666.375	619.388	579.062	555.412	602.865
2.625	649.294	665.533	620.293	578.906	555.753	603.144
2.630	648.945	665.308	619.399	578.434	554.578	604.483
2.635	648.994	665.587	620.225	578.985	555.480	604.878
2.640	648.698	665.886	619.442	579.216	555.737	604.871
2.645	648.330	664.668	619.274	580.178	555.552	604.190
2.650	648.377	664.572	619.194	579.671	555.298	604.518
2.655	648.827	664.551	620.276	578.487	554.627	604.071
2.660	650.181	665.655	620.266	578.894	555.391	603.707
2.665	649.417	665.683	620.268	578.070	554.904	604.562
2.670	648.869	664.067	619.362	579.191	554.905	605.348
2.675	648.315	665.631	619.449	578.787	555.147	604.973
2.680	649.738	664.901	618.731	578.214	555.442	604.086
2.685	648.875	665.332	619.342	578.716	554.603	604.044
2.690	648.662	664.177	620.065	580.188	554.979	603.956
2.695	648.910	664.836	619.926	579.948	555.926	604.674
2.700	649.011	664.946	620.020	579.718	555.643	605.545
2.705	648.329	665.670	618.645	579.211	555.185	604.829
2.710	648.943	664.720	619.042	579.797	555.123	604.532
2.715	648.555	663.877	618.795	579.345	555.468	605.097
2.720	649.066	665.676	619.608	580.375	554.608	604.294
2.725	649.566	664.240	618.583	579.789	554.794	604.918
2.730	649.583	665.202	619.702	579.936	554.583	604.693
2.735	648.462	663.952	619.568	579.271	554.875	604.783
2.740	649.582	663.876	619.139	579.109	554.989	605.748
2.745	649.518	665.322	619.863	578.644	554.635	605.011
2.750	648.868	664.307	619.998	578.142	554.333	604.917
2.755	648.108	664.488	619.170	578.759	554.602	604.925
2.760	649.098	665.448	618.988	580.169	555.306	605.348
2.765	649.246	664.094	618.989	578.946	555.760	605.885
2.770	648.761	664.911	618.679	578.668	554.717	605.981
2.775	649.589	664.933	619.368	579.194	554.569	606.297
2.780	647.909	663.852	618.825	580.102	554.917	605.012
2.785	648.053	664.741	618.302	578.484	554.854	605.711
2.790	648.752	665.294	618.470	579.105	554.741	605.982
2.795	649.253	664.683	617.873	578.338	553.619	606.356
2.800	648.276	665.930	619.393	579.335	555.248	605.873
2.805	647.694	664.165	619.221	579.216	554.470	607.155
2.810	648.891	664.232	619.464	579.753	554.485	605.423
2.815	648.445	664.886	619.050	578.974	554.176	605.916
2.820	648.021	665.148	619.225	579.691	553.488	606.812
2.825	648.846	665.507	618.288	578.560	554.928	606.938
2.830	648.101	665.568	618.570	580.291	554.587	606.589
2.835	648.556	664.644	618.333	578.326	554.103	606.725
2.840	648.572	665.441	618.909	579.012	553.314	606.715
2.845	648.724	665.363	619.038	578.296	554.452	607.157
2.850	647.270	665.813	617.792	579.697	553.461	606.842
2.855	646.722	664.959	618.369	579.623	554.196	607.651
2.860	648.048	664.757	618.981	578.403	553.457	607.029
2.865	647.148	664.363	619.000	579.074	553.529	606.621
2.870	647.551	664.492	618.663	579.123	554.123	607.466
2.875	648.364	664.757	619.320	578.850	553.753	607.669
2.880	648.148	664.127	618.725	578.757	553.821	607.821
2.885	647.414	664.260	618.498	578.944	554.459	607.450
2.890	646.737	664.904	617.722	579.010	553.977	608.143
2.895	647.450	664.482	619.021	578.418	554.314	608.349
2.900	648.287	663.815	617.998	578.634	555.103	607.483
2.905	647.330	664.441	618.613	578.842	554.571	608.413
2.910	646.747	662.955	618.682	579.754	554.306	608.522
2.915	647.871	663.155	619.407	579.225	554.285	608.299
2.920	647.643	664.003	619.189	579.114	553.485	608.779
2.925	647.592	663.987	618.698	579.304	555.420	608.205
2.930	648.596	663.637	619.860	578.207	554.333	608.479
2.935	647.283	664.369	618.354	578.976	553.535	607.981
2.940	646.269	663.231	618.698	580.164	553.839	608.653
2.945	646.833	663.618	619.346	579.434	554.858	608.685
2.950	647.637	664.879	618.680	578.367	554.039	608.120
2.955	647.507	663.948	619.389	579.061	553.868	608.292
2.960	645.968	664.451	618.293	579.803	554.391	609.116
2.965	647.390	663.897	618.613	578.668	554.007	608.168
2.970	646.455	664.541	619.324	579.752	553.769	609.322
2.975	647.222	663.401	619.112	579.835	554.064	608.135
2.980	647.229	664.493	618.979	578.253	553.968	608.883
2.985	646.789	664.465	619.354	578.403	552.984	608.603
2.990	646.775	665.427	618.958	578.507	554.211	608.939
2.995	646.971	665.109	618.881	578.182	553.807	609.614
3.000	648.085	664.312	619.290	578.531	554.142	609.321
3.005	647.647	664.106	618.966	579.665	553.021	610.582
3.010	647.605	663.637	619.138	579.151	553.007	609.020
3.015	647.390	665.360	619.104	579.339	554.044	609.448
3.020	648.132	664.769	618.344	579.109	554.474	609.435
3.025	647.361	664.206	618.426	579.234	553.537	609.936
3.030	646.316	664.385	619.058	579.939	554.051	609.902
3.035	646.634	664.081	618.933	577.958	554.119	609.878
3.040	647.503	664.849	619.252	579.993	554.443	609.435
3.045	646.805	663.968	619.513	579.215	554.638	610.037
3.050	647.672	663.850	618.479	579.743	554.808	610.858
3.055	646.748	664.056	619.203	578.500	554.362	610.425
3.060	646.670	663.366	619.432	578.717	553.608	610.589
3.065	645.975	664.943	619.036	579.444	553.989	610.375
3.070	647.145	663.453	619.181	578.813	554.582	609.860
3.075	647.871	662.548	618.655	578.413	552.887	609.595
3.080	647.124	663.977	619.922	578.304	553.491	609.757
3.085	646.436	663.889	620.056	580.130	553.910	610.090
3.090	647.489	663.430	619.539	578.809	554.243	610.307
3.095	647.523	663.652	619.979	579.294	553.231	610.364
3.100	647.502	664.423	618.705	579.272	553.213	611.100
3.105	646.885	663.605	620.071	579.247	553.961	610.394
3.110	646.836	663.678	619.692	578.924	553.357	610.456
3.115	647.597	663.458	620.148	579.121	553.691	610.587
3.120	647.077	664.059	619.332	579.864	553.299	611.496
3.125	646.614	662.782	619.442	578.745	554.346	610.361
3.130	647.999	663.644	619.311	579.116	553.480	610.687
3.135	647.252	663.772	620.799	578.901	554.197	610.178
3.140	646.470	662.960	620.308	579.469	552.967	610.332
3.145	647.612	663.144	620.477	579.661	553.167	609.262
3.150	647.033	662.811	619.855	579.236	552.120	610.317
3.155	647.039	663.734	620.593	579.651	552.787	610.981
3.160	645.865	662.424	619.352	579.592	552.401	611.072
3.165	647.016	663.944	619.806	579.147	552.655	609.950
3.170	646.486	662.791	620.037	579.591	553.248	610.535
3.175	646.176	662.743	619.542	578.865	553.664	611.734
3.180	645.830	662.242	620.462	579.349	553.301	610.146
3.185	646.544	663.183	619.779	579.842	552.252	611.172
3.190	645.799	661.661	619.071	580.227	552.748	611.857
3.195	645.778	662.602	620.239	578.975	552.281	610.143
3.200	646.956	662.240	620.073	580.142	552.703	610.815
3.205	646.752	662.816	619.980	579.985	553.226	610.813
3.210	645.993	661.893	619.454	579.319	552.821	611.066
3.215	646.956	663.321	620.056	579.705	552.186	610.973
3.220	646.870	663.194	620.389	579.785	552.767	611.473
3.225	645.372	662.709	620.518	579.425	552.046	611.261
3.230	647.101	662.494	620.011	580.649	552.566	610.546
3.235	646.983	662.740	619.136	578.898	552.905	612.223
3.240	646.573	662.714	619.564	579.459	553.661	611.124
3.245	646.504	661.682	620.680	579.685	553.941	611.544
3.250	646.650	662.720	620.582	579.623	553.154	611.776
3.255	646.762	661.503	620.266	578.887	553.769	611.604
3.260	646.070	661.232	620.967	579.356	554.138	612.322
3.265	646.211	661.580	620.994	578.752	553.378	612.303
3.270	647.221	662.436	619.981	578.920	553.784	612.756
3.275	645.812	661.479	620.333	579.422	552.875	611.943
3.280	646.211	661.705	619.943	578.149	552.829	611.963
3.285	646.702	661.674	619.816	578.586	552.865	612.909
3.290	645.580	661.537	619.672	578.784	552.815	612.219
3.295	645.445	661.661	619.286	579.690	552.533	611.618
3.300	645.995	661.420	619.416	578.751	552.106	611.636
3.305	645.333	661.605	620.240	578.574	552.615	612.413
3.310	645.643	660.791	618.847	578.311	553.854	612.536
3.315	645.078	661.706	620.223	579.148	553.390	611.428
3.320	646.370	661.413	620.359	578.393	552.984	611.748
3.325	646.465	660.537	620.389	579.028	553.200	612.119
3.330	645.489	661.259	620.771	578.912	552.946	612.323
3.335	645.554	661.182	620.621	579.140	553.383	613.564
3.340	645.880	661.853	620.997	578.670	552.986	611.797
3.345	645.935	661.301	620.709	578.818	554.191	612.060
3.350	645.464	661.536	620.725	578.756	552.533	612.308
3.355	644.993	661.413	620.429	578.993	552.847	611.964
3.360	646.295	660.553	620.026	579.640	553.031	612.014
3.365	645.385	661.069	620.920	578.581	553.736	612.178
3.370	644.768	661.274	620.783	578.470	553.211	612.338
3.375	644.740	660.791	621.217	579.385	552.529	611.667
3.380	645.305	661.075	620.828	579.202	552.065	612.316
3.385	645.422	660.829	620.720	578.162	553.984	611.730
3.390	645.474	660.666	621.230	578.689	553.466	612.682
3.395	644.937	660.613	620.809	578.443	552.237	612.366
3.400	644.156	660.688	620.629	578.050	553.182	613.276
3.405	644.825	660.641	620.922	578.307	553.116	612.773
3.410	644.969	659.995	620.629	579.812	553.071	613.029
3.415	645.746	659.956	620.446	579.490	552.568	612.377
3.420	644.933	660.061	620.626	578.262	553.769	613.284
3.425	645.725	660.712	620.703	578.782	552.636	612.916
3.430	645.132	659.985	621.127	577.991	553.243	612.809
3.435	645.114	660.434	620.169	578.699	553.074	612.671
3.440	645.361	660.555	620.456	578.085	552.746	612.915
3.445	645.489	659.584	620.939	577.971	553.361	612.784
3.450	645.199	660.768	620.478	579.125	552.811	613.315
3.455	645.838	660.004	621.000	578.418	552.796	613.790
3.460	644.838	659.789	621.620	578.439	553.333	613.788
3.465	645.918	660.364	620.912	578.346	551.754	613.289
3.470	645.643	660.382	620.259	577.763	552.286	612.744
3.475	645.878	659.328	621.198	578.512	551.753	613.188
3.480	646.085	659.487	621.570	577.798	551.874	612.786
3.485	645.975	659.731	619.913	577.304	553.258	612.997
3.490	645.672	660.822	620.470	578.808	553.240	614.125
3.495	644.733	660.183	621.017	578.186	552.818	613.585
3.500	644.209	660.532	621.224	576.962	552.790	613.544
3.505	645.317	660.167	620.366	578.528	552.513	613.286
3.510	644.950	659.493	620.964	577.626	552.693	613.526
3.515	644.884	658.863	620.516	578.763	552.363	613.350
3.520	645.072	659.108	620.970	577.461	552.750	612.998
3.525	644.766	659.324	621.158	577.888	552.907	613.619
3.530	645.313	659.796	621.643	577.823	552.986	614.278
3.535	645.122	659.465	621.888	578.100	553.240	613.732
3.540	646.150	659.864	620.489	577.796	551.939	613.566
3.545	645.862	659.437	619.629	577.596	552.575	613.440
3.550	646.320	658.336	620.243	578.544	553.054	614.610
3.555	645.858	659.943	620.335	578.271	552.222	613.971
3.560	646.373	659.233	621.012	578.100	553.384	614.355
3.565	646.296	660.286	620.702	577.579	551.649	614.508
3.570	645.541	660.799	620.660	578.304	551.840	614.970
3.575	645.299	659.199	620.583	577.766	552.883	614.667
3.580	646.449	658.536	620.886	578.060	552.025	614.985
3.585	646.089	659.533	619.849	579.115	553.403	614.984
3.590	645.269	658.449	620.902	577.562	552.929	615.064
3.595	646.195	658.920	620.687	577.463	552.825	614.776
3.600	645.730	658.574	620.736	577.037	553.174	614.964
3.605	644.981	657.827	619.706	578.375	552.205	615.343
3.610	645.706	659.349	620.433	577.773	552.755	614.419
3.615	645.958	659.358	620.729	578.214	552.052	615.529
3.620	645.943	659.653	620.488	578.489	551.700	615.007
3.625	645.655	659.663	620.275	577.559	552.978	615.374
3.630	647.809	659.588	621.088	577.452	552.675	615.108
3.635	645.941	659.501	620.831	579.217	552.402	615.368
3.640	646.573	659.722	621.017	577.704	552.142	615.111
3.645	644.818	659.299	621.037	577.511	552.774	615.634
3.650	646.095	659.535	621.291	578.474	552.176	615.027
3.655	646.221	659.698	621.776	577.485	552.787	614.705
3.660	646.344	659.384	620.814	577.520	551.584	615.925
3.665	646.510	659.657	619.987	577.943	552.840	615.865
3.670	646.191	660.049	620.761	577.408	551.816	614.071
3.675	646.954	659.405	621.323	576.930	552.399	615.673
3.680	647.261	658.790	622.271	577.458	552.108	615.295
3.685	646.305	659.798	622.492	578.116	552.650	615.475
3.690	647.039	658.403	621.341	577.053	552.515	614.557
3.695	646.927	658.682	621.354	576.402	552.558	614.765
3.700	647.028	659.565	622.563	577.536	552.641	614.919
3.705	646.341	659.033	622.346	576.796	553.774	615.103
3.710	647.649	658.969	622.599	577.332	552.194	614.916
3.715	645.888	659.169	621.956	577.066	553.271	614.760
3.720	646.767	658.984	622.767	576.661	553.745	615.721
3.725	646.433	659.365	622.494	577.438	553.051	614.739
3.730	646.387	658.505	622.277	576.595	552.855	615.179
3.735	647.289	659.042	621.812	576.721	553.338	615.139
3.740	646.635	659.462	622.688	577.154	553.702	615.712
3.745	646.874	659.448	622.470	576.483	552.583	614.951
3.750	646.735	660.151	623.059	577.272	552.562	615.290
3.755	647.322	659.317	623.550	576.390	552.906	615.214
3.760	647.090	659.409	622.787	576.211	552.877	615.239
3.765	645.969	658.420	622.299	577.330	552.543	615.712
3.770	647.003	658.532	623.110	577.038	552.341	615.960
3.775	646.502	659.428	622.946	576.672	553.326	615.947
3.780	647.434	658.588	623.315	577.426	552.958	614.997
3.785	647.567	658.583	623.142	575.995	553.007	615.719
3.790	646.142	658.678	621.896	576.968	553.274	615.495
3.795	646.499	659.632	622.671	576.475	552.382	615.930
3.800	647.077	658.475	622.449	576.694	553.150	616.212
3.805	647.185	659.006	622.995	576.701	553.396	616.167
3.810	646.559	658.705	623.121	576.333	553.281	615.895
3.815	646.856	658.224	623.448	575.934	552.352	616.018
3.820	646.115	657.786	622.993	575.544	553.794	616.270
3.825	646.947	658.716	622.879	575.838	552.766	616.674
3.830	646.056	658.483	622.290	576.136	553.071	615.883
3.835	646.620	657.616	623.484	575.691	552.714	616.217
3.840	646.660	659.108	622.582	576.299	554.416	616.450
3.845	646.072	656.877	623.683	576.014	553.940	616.524
3.850	646.120	657.839	623.341	575.588	553.443	616.681
3.855	647.836	657.674	622.746	575.376	553.761	616.412
3.860	646.953	657.253	622.665	576.268	553.819	617.084
3.865	645.933	657.714	622.183	576.590	554.153	616.681
3.870	646.109	657.294	622.488	574.897	553.065	616.440
3.875	646.782	658.248	622.484	576.622	554.010	617.683
3.880	645.614	657.998	622.822	575.306	553.418	617.443
3.885	646.723	659.075	622.586	575.482	554.472	617.577
3.890	646.762	658.033	622.618	575.467	553.389	616.986
3.895	646.433	657.742	623.842	575.331	553.998	615.729
3.900	646.210	657.620	622.569	574.623	554.859	616.195
3.905	646.021	657.625	622.973	575.141	553.320	616.573
3.910	646.114	657.782	623.961	574.961	554.940	616.660
3.915	646.912	657.032	622.442	575.629	554.665	616.997
3.920	646.637	657.390	623.232	575.959	553.979	616.595
3.925	645.699	657.984	623.791	575.193	554.574	616.446
3.930	646.267	657.888	623.502	575.554	555.395	617.097
3.935	646.212	657.553	623.980	575.594	554.730	616.916
3.940	646.244	658.678	623.456	575.789	554.237	616.215
3.945	647.300	658.621	623.752	575.637	554.195	617.141
3.950	646.318	657.837	623.602	574.759	553.728	616.776
3.955	646.043	657.615	624.380	575.350	554.585	617.209
3.960	646.560	657.666	623.470	575.100	554.086	617.662
3.965	647.119	658.470	624.623	575.059	554.077	617.176
3.970	646.645	658.555	623.777	574.064	554.557	616.588
3.975	646.712	658.818	624.405	574.574	554.768	616.652
3.980	647.697	658.227	624.156	575.410	554.056	616.724
3.985	647.766	658.592	623.357	573.858	555.636	617.488
3.990	647.279	658.853	624.423	575.327	554.995	616.877
3.995	647.282	658.213	623.436	574.657	554.926	617.782
4.000	646.637	658.030	624.705	575.524	554.513	617.397
4.005	647.659	657.865	623.785	573.749	554.602	617.567
4.010	646.675	657.666	623.604	574.262	554.708	617.565
4.015	646.826	657.882	624.519	574.106	554.521	616.812
4.020	646.991	658.367	623.871	573.947	555.388	616.567
4.025	647.755	658.257	623.108	574.599	553.952	617.782
4.030	646.736	657.633	623.883	574.171	555.217	616.730
4.035	647.276	658.410	623.423	573.929	555.054	616.872
4.040	647.385	657.681	623.647	572.921	555.405	617.470
4.045	647.244	657.726	624.083	574.577	555.156	617.801
4.050	647.489	658.497	625.281	573.711	554.965	617.752
4.055	648.478	658.354	623.873	574.125	554.831	617.956
4.060	648.774	657.849	623.685	573.741	555.662	617.639
4.065	648.293	658.939	624.201	574.220	555.064	616.499
4.070	648.035	658.459	624.884	574.280	555.969	617.393
4.075	648.315	659.280	624.146	574.784	554.925	617.040
4.080	647.699	660.170	624.234	574.725	554.592	615.791
4.085	648.396	658.992	625.451	574.046	556.093	616.695
4.090	648.313	659.638	625.385	574.132	555.521	616.472
4.095	648.042	659.138	624.942	573.859	555.502	617.307
4.100	648.237	658.991	625.323	574.368	555.519	617.518
4.105	649.220	659.471	625.450	574.183	555.316	617.438
4.110	648.071	659.029	625.558	573.838	555.492	616.634
4.115	648.401	660.179	624.664	574.163	557.114	617.365
4.120	648.677	659.617	624.684	574.244	555.872	617.394
4.125	647.775	658.903	625.122	573.468	556.194	616.945
4.130	648.802	658.803	625.683	574.655	555.170	617.266
4.135	649.303	659.795	625.687	573.314	555.159	616.391
4.140	648.301	659.493	625.641	574.238	555.242	615.929
4.145	648.171	659.842	623.901	573.910	556.809	616.382
4.150	648.280	659.469	625.434	573.588	555.927	616.213
4.155	648.783	658.977	626.568	574.081	556.904	617.845
4.160	649.245	659.500	625.988	573.628	556.137	617.599
4.165	649.000	659.268	625.791	573.818	555.944	617.159
4.170	649.443	659.868	625.914	572.966	557.136	616.487
4.175	650.186	659.764	626.640	573.140	555.533	617.312
4.180	649.108	659.113	626.512	573.187	555.964	616.579
4.185	649.399	658.897	626.852	572.579	557.707	617.174
4.190	650.706	660.204	626.317	573.915	557.015	616.236
4.195	649.877	660.172	626.801	572.892	556.324	616.877
4.200	648.916	660.375	626.798	573.754	556.446	617.336
4.205	650.598	660.044	625.975	572.851	556.644	616.495
4.210	650.927	659.197	626.380	572.243	556.321	616.297
4.215	650.579	659.468	625.987	572.356	556.739	616.823
4.220	649.941	659.156	626.846	572.696	556.841	616.627
4.225	650.553	660.466	626.355	573.093	556.204	616.181
4.230	651.374	659.492	626.903	573.815	556.394	615.932
4.235	650.479	660.408	626.491	572.067	556.701	616.842
4.240	650.879	659.857	626.235	572.539	556.808	616.935
4.245	650.818	659.474	626.398	572.561	556.613	616.954
4.250	650.236	659.256	626.641	572.845	556.937	616.830
4.255	651.405	659.924	626.534	573.800	557.328	616.689
4.260	651.048	658.847	627.152	573.846	557.043	616.026
4.265	650.776	658.473	627.167	573.311	557.124	616.055
4.270	649.452	659.627	626.676	573.969	556.978	616.889
4.275	650.990	659.928	627.118	573.192	557.710	617.511
4.280	650.851	659.705	625.729	573.060	557.609	616.901
4.285	650.958	660.209	626.088	573.151	557.590	616.400
4.290	650.547	659.041	626.665	572.789	558.179	616.091
4.295	650.582	659.890	627.278	572.715	557.255	616.156
4.300	652.022	659.778	626.577	573.433	556.983	615.906
4.305	650.646	659.461	626.630	573.560	557.906	615.656
4.310	651.960	659.624	627.047	572.635	557.445	615.731
4.315	651.161	660.538	627.006	573.220	559.909	615.773
4.320	652.274	659.440	628.173	573.053	558.244	615.417
4.325	651.346	659.904	627.588	573.721	558.189	615.283
4.330	652.487	659.720	626.961	573.879	558.748	616.370
4.335	650.696	659.318	627.921	573.279	558.944	615.716
4.340	651.605	658.597	627.151	573.277	559.011	615.548
4.345	651.781	659.640	627.573	573.554	558.377	615.784
4.350	652.060	659.431	627.897	573.518	559.882	616.203
4.355	651.998	659.375	627.189	572.924	559.398	616.021
4.360	651.730	660.485	628.240	573.697	559.333	615.297
4.365	651.864	660.195	627.935	573.591	559.878	615.426
4.370	652.371	660.669	628.830	573.555	559.046	615.715
4.375	652.708	659.818	628.569	572.747	559.549	615.431
4.380	652.662	659.064	628.462	573.671	560.027	615.998
4.385	652.209	659.019	628.847	573.798	559.606	615.843
4.390	652.116	659.862	627.784	574.077	560.161	615.878
4.395	653.755	659.506	628.747	573.726	558.936	615.034
4.400	652.932	659.464	628.920	572.967	559.407	615.583
4.405	652.844	659.871	628.762	573.587	560.179	615.050
4.410	653.353	659.097	628.889	573.577	559.140	616.005
4.415	652.751	659.577	628.939	573.132	559.878	615.986
4.420	652.317	659.256	628.597	572.624	560.651	616.024
4.425	653.415	659.994	629.469	573.110	559.567	615.104
4.430	652.907	660.469	629.954	573.130	559.756	615.078
4.435	653.643	660.746	628.778	573.272	559.672	615.179
4.440	653.445	660.853	628.975	573.003	560.596	614.896
4.445	653.452	660.176	629.105	572.670	559.802	614.777
4.450	652.579	659.613	629.313	573.268	560.661	614.121
4.455	653.179	660.163	629.823	572.461	559.855	615.200
4.460	653.594	659.530	629.248	572.942	560.058	614.646
4.465	652.901	659.926	629.526	573.461	561.416	614.218
4.470	653.503	660.118	630.838	573.148	560.516	614.365
4.475	652.797	660.283	629.988	573.300	560.410	615.142
4.480	652.623	660.433	629.981	573.532	561.032	614.743
4.485	653.941	660.972	629.182	573.103	560.256	615.523
4.490	654.591	660.328	630.240	573.799	561.105	614.807
4.495	653.709	659.331	629.601	572.654	560.970	615.293
4.500	654.369	659.259	629.846	571.892	560.251	614.459
4.505	653.543	660.320	629.208	573.654	560.707	614.916
4.510	653.581	659.583	629.060	573.291	559.541	614.847
4.515	653.706	659.971	628.862	573.385	559.957	614.518
4.520	653.998	660.847	629.629	572.955	561.145	615.580
4.525	654.662	660.461	628.846	574.063	560.738	613.794
4.530	653.785	660.466	630.272	573.579	560.984	614.622
4.535	653.273	660.508	629.903	573.655	561.707	614.245
4.540	652.981	662.065	629.725	574.399	561.681	614.541
4.545	654.093	660.754	629.074	573.275	560.861	614.026
4.550	653.600	660.769	628.105	572.641	561.191	615.532
4.555	654.044	660.852	629.769	573.124	561.211	614.447
4.560	655.157	661.498	628.945	573.363	561.591	615.657
4.565	654.142	661.418	628.586	573.664	562.044	614.887
4.570	653.978	660.423	629.914	573.681	561.558	614.902
4.575	655.019	660.922	630.525	573.990	561.931	613.817
4.580	655.217	661.994	630.920	573.896	561.774	613.881
4.585	655.099	661.799	630.094	573.677	562.467	614.320
4.590	654.497	661.461	629.995	573.700	562.040	614.600
4.595	654.472	660.797	630.083	573.759	562.678	614.393
4.600	655.067	662.568	629.995	574.178	561.814	613.851
4.605	655.346	662.828	629.456	574.307	562.973	614.952
4.610	654.581	661.254	629.184	573.410	562.311	614.278
4.615	654.709	662.501	630.029	574.424	562.522	614.282
4.620	655.194	662.940	630.510	573.941	562.711	614.576
4.625	653.972	662.175	629.719	574.368	562.797	613.659
4.630	654.399	661.900	629.812	573.873	564.170	613.904
4.635	654.564	663.198	630.642	574.399	563.067	614.493
4.640	655.003	662.892	630.707	574.201	563.346	614.092
4.645	654.853	662.173	630.954	574.546	562.993	614.592
4.650	654.850	662.863	630.855	575.369	563.565	614.117
4.655	654.667	662.949	630.759	575.118	563.650	614.076
4.660	654.073	662.235	630.362	574.894	563.869	613.926
4.665	653.950	662.069	630.095	575.279	564.322	613.825
4.670	654.864	662.622	631.460	574.384	563.014	614.808
4.675	654.101	663.738	629.993	574.870	563.290	614.886
4.680	654.821	662.906	631.300	575.181	563.491	613.587
4.685	654.601	663.412	630.360	574.970	562.673	614.429
4.690	655.001	662.242	630.595	574.623	563.607	613.900
4.695	655.092	663.410	630.797	575.289	563.243	613.741
4.700	655.804	663.777	630.597	574.700	563.690	613.651
4.705	655.232	663.115	630.436	574.345	563.897	613.510
4.710	655.904	663.261	630.866	574.400	563.662	613.574
4.715	655.431	663.367	630.774	574.863	563.959	613.898
4.720	654.943	663.807	630.161	575.773	563.487	614.025
4.725	655.590	663.952	631.832	574.371	564.192	613.847
4.730	655.608	663.636	631.087	574.868	564.162	612.987
4.735	655.773	663.694	631.932	575.379	564.690	613.624
4.740	655.976	664.377	631.099	574.527	563.705	613.823
4.745	655.969	663.744	631.516	575.043	563.570	614.176
4.750	656.417	662.714	631.780	574.827	563.919	613.414
4.755	655.019	664.295	630.162	574.763	563.775	612.762
4.760	655.634	663.221	631.617	574.231	563.528	613.613
4.765	656.299	664.101	630.207	574.867	563.946	612.879
4.770	656.687	664.764	631.207	575.723	563.824	613.000
4.775	656.319	663.834	631.230	575.901	564.894	613.781
4.780	655.838	664.041	631.049	575.226	564.518	613.148
4.785	656.389	663.146	630.710	575.692	564.732	612.061
4.790	656.102	663.843	631.545	574.831	564.359	612.409
4.795	655.967	663.726	631.835	575.443	565.428	612.329
4.800	656.294	664.104	631.606	575.333	564.631	612.011
4.805	656.210	664.919	630.042	575.652	564.408	613.368
4.810	656.688	664.304	630.181	575.668	564.333	613.621
4.815	656.566	664.760	631.867	575.382	565.138	613.487
4.820	656.445	664.883	631.346	574.620	565.386	612.618
4.825	657.142	665.736	630.400	576.014	564.520	613.096
4.830	656.963	664.491	630.802	575.113	565.097	613.773
4.835	657.231	664.062	631.150	575.222	564.673	613.698
4.840	657.328	665.159	631.715	574.861	564.003	612.670
4.845	657.572	664.622	631.346	574.918	565.259	612.486
4.850	657.268	665.554	631.091	575.456	563.855	613.808
4.855	658.098	664.982	631.888	575.781	565.235	613.845
4.860	656.940	665.306	631.082	575.083	565.336	612.900
4.865	657.286	665.112	632.126	574.834	565.236	612.784
4.870	657.818	665.100	631.536	575.847	565.596	612.611
4.875	657.987	664.982	631.488	575.707	564.746	613.218
4.880	657.905	664.141	630.919	574.732	564.867	613.471
4.885	658.760	665.390	631.158	575.810	565.746	612.473
4.890	657.575	665.065	630.874	575.811	564.202	612.218
4.895	658.305	665.378	630.256	575.869	565.070	612.553
4.900	658.143	664.774	631.565	576.492	565.305	612.228
4.905	658.397	664.927	631.083	576.268	564.922	613.583
4.910	657.720	664.780	630.959	576.877	564.686	611.726
4.915	657.591	666.311	631.311	576.074	565.648	613.671
4.920	657.965	664.960	631.682	576.077	565.534	612.198
4.925	657.744	665.601	630.976	576.777	565.016	612.487
4.930	657.287	666.445	630.444	576.960	565.131	612.732
4.935	657.578	666.815	630.268	575.970	565.122	612.810
4.940	657.333	665.836	631.177	576.580	565.960	612.230
4.945	657.737	666.837	631.028	576.435	565.553	611.961
4.950	657.548	666.091	631.641	576.663	565.831	612.283
4.955	658.172	666.326	631.353	576.309	565.660	611.389
4.960	656.944	665.977	631.041	576.099	565.564	612.405
4.965	657.749	666.339	631.132	577.276	565.502	611.392
4.970	657.808	667.620	631.141	576.865	567.033	612.840
